桌面运维工程师,北京护航科技股份有限公司,6-8千/月,北京-海淀区|2年经验|大专|招10人|05-17发布,绩效奖金|带薪年假|周末双休|节日福利
DBA运维,北京护航科技股份有限公司,6.5-7.5千/月,北京-海淀区|1年经验|大专|招若干人|05-17发布,五险一金|年终奖金
英文系统运维,北京护航科技股份有限公司,0.7-1万/月,北京-海淀区|1年经验|大专|招若干人|05-17发布,五险一金|通讯补贴|绩效奖金|餐饮补贴
系统运维工程师,石化盈科信息技术有限责任公司,4.5-6千/月,北京-东城区|无工作经验|本科|招1人|03-26发布,补充医疗保险|五险一金|绩效奖金|定期体检|补充公积金|专业培训
WMS实施运维工程师,国科恒泰（北京）医疗科技股份有限公司,1-1.5万/月,北京-大兴区|2年经验|大专|招1人|05-17发布,五险一金|补充医疗保险|免费班车|员工旅游|交通补贴|绩效奖金|年终奖金|定期体检
运维专员,四川城市绿动科技有限公司,4-6千/月,北京-大兴区|无工作经验|招1人|05-17发布,周末双休|弹性工作|五险一金|带薪年假|补充医疗保险
运维专员,四川城市绿动科技有限公司,4-8千/月,北京-大兴区|2年经验|高中|招2人|05-17发布|普通话良好,带薪年假|五险一金|绩效奖金|节日福利|专业培训|交通补贴|通讯补贴|弹性工作|做五休二
运维工程师,翰威通信有限公司,3-4.5千/月,北京-石景山区|无工作经验|大专|招3人|05-17发布,五险一金|员工旅游|专业培训|周末双休|带薪年假
实施运维工程师,国科恒泰（北京）医疗科技股份有限公司,0.8-1万/月,北京-大兴区|无工作经验|大专|招1人|05-17发布,五险一金|补充医疗保险|交通补贴|餐饮补贴|绩效奖金|年终奖金|定期体检
erp实施运维工程师,国科恒泰（北京）医疗科技股份有限公司,0.8-1万/月,北京|2年经验|招1人|05-17发布,
erp实施运维工程师,国科恒泰（北京）医疗科技股份有限公司,1-1.5万/月,北京|1年经验|本科|招1人|05-17发布,带薪年假|五险一金|绩效奖金|节日福利|餐饮补贴|交通补贴|周末双休|包住宿|商业补充保险
WMS实施运维工程师,国科恒泰（北京）医疗科技股份有限公司,0.8-1万/月,北京|1年经验|招1人|05-17发布,带薪年假|五险一金|绩效奖金|节日福利|餐饮补贴|交通补贴|周末双休|包住宿|商业补充保险
信息系统运维工程师（CRM）,凌云光技术集团有限责任公司,0.8-1.5万/月,北京-海淀区|1年经验|本科|招1人|05-17发布,五险一金|补充医疗保险|免费班车|股票期权|绩效奖金|弹性工作|餐饮补贴|定期体检
ERP运维/实施工程师,凌云光技术集团有限责任公司,1-1.5万/月,北京-海淀区|3-4年经验|本科|招1人|05-17发布,五险一金|补充医疗保险|免费班车|餐饮补贴|通讯补贴|年终奖金|弹性工作|定期体检
数据平台运维工程师,北京小鱼易连科技有限公司,1-2万/月,北京-朝阳区|3-4年经验|本科|招1人|05-17发布,五险一金|餐饮补贴|通讯补贴|交通补贴|年终奖金|弹性工作|定期体检|节日福利
运维总监,飞驰镁物（北京）信息服务有限公司上海分公司,2.5-3万/月,北京-朝阳区|8-9年经验|本科|招1人|05-17发布|英语熟练,五险一金|补充医疗保险|补充公积金|定期体检|年终奖金
急聘机房运维工程师--应届毕业生,广东云下汇金科技有限公司,4-7千/月,北京-通州区|无工作经验|招10人|05-17发布,五险一金|交通补贴|通讯补贴|绩效奖金|年终奖金|弹性工作|专业培训|做五休二|周末双休|带薪年假
网络运维工程师,北京维实嘉业网络科技有限公司,3-8千/月,北京-朝阳区|1年经验|大专|招1人|05-17发布,
远程运维工程师,北京维实嘉业网络科技有限公司,6-8千/月,北京-朝阳区|无工作经验|大专|招1人|05-17发布,做五休二|周末双休|弹性工作|带薪年假|五险一金|节日福利|绩效奖金
宽带运维工程师,北京维实嘉业网络科技有限公司,5-8千/月,北京-朝阳区|无工作经验|高中|招5人|05-17发布,做五休二|周末双休|弹性工作|带薪年假|五险一金|节日福利|绩效奖金
电气工程师(运维）,万国数据服务有限公司,1.5-2万/月,北京-大兴区|5-7年经验|大专|招2人|05-17发布|电气工程及其自动化,五险一金|定期体检|通讯补贴|补充医疗保险|年终奖金
Linux运维工程师,北京联龙博通电子商务技术有限公司,1-1.5万/月,北京-丰台区|3-4年经验|本科|招2人|05-17发布,五险一金|餐饮补贴|年终奖金|绩效奖金
中级运维工程师,上海音达科技实业有限公司,1-1.7万/月,北京|3-4年经验|大专|招2人|05-17发布,五险一金|弹性工作|定期体检
大数据应用高级运维,上海音达科技实业有限公司,1.8-2.5万/月,北京-朝阳区|5-7年经验|本科|招若干人|05-17发布,五险一金|弹性工作|定期体检|出国机会|绩效奖金
驻场运维顾问-北京-安全服务部(J11628),绿盟科技,1.5-2.5万/月,北京|8-9年经验|大专|招8人|05-17发布,五险一金|补充医疗保险|餐饮补贴|通讯补贴|年终奖金|定期体检
系统运维工程师,中建材信息技术股份有限公司,1-2万/月,北京-海淀区|5-7年经验|本科|招若干人|05-17发布,五险一金|补充医疗保险|绩效奖金|年终奖金|定期体检|交通补贴|通讯补贴
自动化运维工程师,达烁高科（北京）信息技术有限公司,5-9千/月,北京-朝阳区|3-4年经验|本科|招5人|05-17发布,
运维工程师,上海音达科技实业有限公司,1.2-2万/月,北京|3-4年经验|本科|招1人|05-17发布,五险一金|弹性工作|定期体检|出国机会|绩效奖金
运维工程师,中建材信息技术股份有限公司,1.3-2万/月,北京-海淀区|5-7年经验|本科|招1人|05-17发布|计算机科学与技术 计算机工程,五险一金|补充医疗保险|绩效奖金|年终奖金|定期体检|交通补贴|通讯补贴
系统运维 工程师,中建材信息技术股份有限公司,1.2-2万/月,北京-海淀区|3-4年经验|本科|招2人|05-17发布,五险一金|定期体检|补充医疗保险|弹性工作|绩效奖金|餐饮补贴|通讯补贴|交通补贴
LIMS系统运维人员,北京迈基诺基因科技股份有限公司,4.5-6千/月,北京|无工作经验|大专|招1人|05-17发布,五险一金|员工旅游|专业培训
系统运维工程师,北京新华祥瑞科技有限公司,0.6-1.5万/月,北京-西城区|3-4年经验|招3人|05-17发布,五险一金|周末双休
安全运维工程师,江南信安（北京）科技有限公司,6-8千/月,北京|2年经验|大专|招5人|05-17发布|信息安全 计算机网络,五险一金|员工旅游|交通补贴|餐饮补贴|通讯补贴|专业培训|年终奖金|股票期权|定期体检
高级运维工程师,江南信安（北京）科技有限公司,0.8-1.2万/月,北京|2年经验|本科|招1人|05-17发布|英语|信息安全 计算机科学与技术,
网络运维工程师,江南信安（北京）科技有限公司,0.8-1万/月,北京|无工作经验|大专|招1人|05-17发布,五险一金|员工旅游|交通补贴|餐饮补贴|通讯补贴|专业培训|年终奖金|定期体检
上网日志留存（DPI）运维工程师,郑州三友软件科技有限公司,1-2万/月,北京|5-7年经验|大专|招5人|05-17发布|计算机科学与技术 计算机网络,五险一金|专业培训|绩效奖金
运维实施工程师,郑州三友软件科技有限公司,1-1.5万/月,北京|3-4年经验|大专|招3人|05-17发布,五险一金|绩效奖金|交通补贴|年终奖金|商业保险
网路运维工程师,中科软科技股份有限公司,0.5-1万/月,北京|1年经验|本科|招1人|05-17发布,
运维工程师WZW,东华软件股份公司,1.5-3万/月,北京|3-4年经验|本科|招3人|05-17发布,
linux运维工程师,东华软件股份公司,,北京|2年经验|本科|招2人|05-17发布,
网管运维工程师,郑州三友软件科技有限公司,0.8-1.6万/月,北京-海淀区|3-4年经验|大专|招5人|05-17发布,五险一金|专业培训
夜班运维（上一休二）,北京斯普信信息技术有限公司,4.5-6千/月,北京-西城区|1年经验|招3人|05-17发布,五险一金|餐饮补贴|年终奖金|绩效奖金
AIX运维工程师,北京斯普信信息技术有限公司,6-8千/月,北京-大兴区|2年经验|大专|招1人|05-17发布,五险一金|带薪年假|周末双休|节日福利
系统运维工程师,北京斯普信信息技术有限公司,4.5-6千/月,北京-西城区|无工作经验|大专|招若干人|05-17发布,五险一金|带薪年假|节日福利
安全运维工程师,中科软科技股份有限公司,0.5-1万/月,北京|1年经验|本科|招1人|05-17发布,
数据库运维工程师,北京斯普信信息技术有限公司,6-8千/月,北京-海淀区|1年经验|大专|招若干人|05-17发布,五险一金|周末双休|带薪年假|节日福利
系统运维工程师,北京斯普信信息技术有限公司,4.5-6千/月,北京-大兴区|2年经验|本科|招若干人|05-17发布,五险一金|专业培训|周末双休|带薪年假
IBM小型机运维,北京斯普信信息技术有限公司,1-1.5万/月,北京|2年经验|大专|招若干人|05-17发布,五险一金|周末双休|带薪年假|节日福利
数据库运维专家岗,北京斯普信信息技术有限公司,1-1.5万/月,北京-海淀区|3-4年经验|大专|招若干人|05-17发布,五险一金|周末双休|带薪年假|节日福利
桌面运维工程师,北京斯普信信息技术有限公司,5-6千/月,北京-西城区|1年经验|大专|招2人|05-17发布,
存储运维工程师,北京斯普信信息技术有限公司,1-1.5万/月,北京-海淀区|2年经验|大专|招若干人|05-17发布,五险一金|补充医疗保险|绩效奖金|年终奖金|弹性工作|定期体检
系统运维工程师,北京裕翔创新工程技术有限公司,0.8-1万/月,北京-西城区|1年经验|大专|招若干人|04-17发布,
linux运维,北京斯普信信息技术有限公司,1-1.5万/月,北京-大兴区|3-4年经验|大专|招若干人|05-17发布,五险一金|带薪年假|周末双休|加班补贴|年终奖金
桌面运维工程师,北京裕翔创新工程技术有限公司,0.6-1万/月,北京-西城区|1年经验|大专|招若干人|04-17发布,
视频终端运维,北京裕翔创新工程技术有限公司,0.8-1万/月,北京-昌平区|1年经验|大专|招若干人|04-17发布,
DBA运维工程师,北京雅邦网络技术发展有限公司,1-2万/月,北京|3-4年经验|本科|招1人|04-18发布,五险一金|补充医疗保险|员工旅游|餐饮补贴|弹性工作|定期体检|年终奖金
LINUX 运维工程师（高级）(职位编号：TAIJI000668),太极计算机股份有限公司,1-1.5万/月,北京-朝阳区|5-7年经验|大专|招若干人|04-17发布,五险一金|补充医疗保险|绩效奖金|交通补贴|餐饮补贴|弹性工作|定期体检
运维工程师-第四事业部,长安通信科技有限责任公司,5-7千/月,北京-朝阳区|无工作经验|招1人|04-17发布,五险一金
软件运维工程师--丰台,北京驷骑中天网络工程技术有限公司,6-8千/月,北京-丰台区|1年经验|本科|招2人|04-17发布,五险一金|补充医疗保险|定期体检
驻场网络运维工程师--东城区,北京驷骑中天网络工程技术有限公司,4-6千/月,北京-海淀区|2年经验|大专|招2人|04-17发布,五险一金|补充医疗保险|定期体检
财务软件运维工程师,北京用友政务软件股份有限公司,6-8万/年,北京-海淀区|1年经验|本科|招若干人|04-17发布,五险一金|补充医疗保险|交通补贴|餐饮补贴|通讯补贴|绩效奖金|年终奖金|定期体检
运维工程师(001661)(职位编号：001661),北京辰安科技股份有限公司,4-6千/月,济南|2年经验|大专|招若干人|04-18发布,五险一金|免费班车|员工旅游|交通补贴|餐饮补贴|通讯补贴|专业培训|绩效奖金|年终奖金|弹性工作
运维工程师（广西南宁）(001478)(职位编号：001478),北京辰安科技股份有限公司,4.5-6千/月,南宁|无工作经验|本科|招若干人|04-18发布,
授信评审部系统运维岗,中国民生银行股份有限公司信用卡中心,1-1.5万/月,北京|无工作经验|本科|招4人|04-18发布,五险一金|绩效奖金|年终双薪|带薪年假|节日福利
运维工程师,泰邦生物集团（NASDAQ Ticker：CBPO）,0.8-1.5万/月,北京-朝阳区|3-4年经验|大专|招1人|04-18发布|计算机工程 计算机网络,五险一金|交通补贴|餐饮补贴|通讯补贴|年终奖金|定期体检|员工旅游|带薪年假|节日福利
kubernetes+docker研发工程师,赞同科技股份有限公司,1-2万/月,北京-朝阳区|1年经验|大专|招3人|04-29发布,五险一金|餐饮补贴|专业培训|定期体检
Java中级开发工程师,北京易联达商务服务有限公司,0.8-1.4万/月,北京-海淀区|2年经验|本科|招若干人|04-23发布,五险一金|补充医疗保险|交通补贴|定期体检
网络运维工程师,依通（北京）科技有限公司,6-8千/月,北京-丰台区|无工作经验|招若干人|04-08发布,
IT运维主管-某日系大型零售投资企业(职位编号：（16979）),北京谷英技术咨询服务有限公司,0.9-1.8万/月,北京|3-4年经验|本科|招1人|04-08发布,五险一金|补充医疗保险|定期体检|餐饮补贴|通讯补贴|交通补贴
系统运维工程师,中国软件与技术服务股份有限公司,0.8-1万/月,北京-昌平区|无工作经验|大专|招2人|04-08发布,五险一金|免费班车|通讯补贴|年终奖金|专业培训|带薪年假|节日福利|包住|定期体检
